id	qid1	qid2	question1	question2	is_duplicate
18506	11838	1975	agregar videos en disputa	cómo agregar a mi favorito	0
18507	1186	4493	hola , mi cuenta se ha suspendido y ya no puedo dejar retroalimentación ni disputas abiertas .	¿ por qué mi cuenta ha sido deducida dos veces ?	0
18508	5649	11682	¿ necesitamos integrar un sdk para eso ?	¿ debo hacer algo para hacer un reembolso ?	0
18509	4347	8859	esto es robot ?	¿ eres una persona real o un robot ?	1
18510	9469	2488	¿ cuál es mi estado de pago ?	¿ por qué el estado de mi pedido dice que espera su pago ?	0
18511	4355	6284	tengo un código para NUMs fuera de mi orden puesto que no me permite poner el código en	olvidé poner mi nombre en la dirección de envío	0
18512	8979	12748	por qué mi pedido no avanza	¿ por qué mi orden desapareció ?	0
18513	746	11598	por ejemplo , esta tienda , cómo encontrar el envío del artículo de ee .	¿ cómo utilizo store numbers para encontrar vendedores ?	0
18514	10954	10315	¿ por qué mi paquete está bloqueando el país original ?	por qué el pedido no se puede enviar a mi país	0
18515	4199	4115	ya lo estás poniendo todo el tiempo	por favor , llámame .	0
18516	5021	9653	no porque no quieres ayudarme	¿ me podría ayudar ?	0
18517	13024	6205	hay un problema con el sistema	dice que el sistema no está disponible	1
18518	6345	583	cómo obtener un reembolso boleto	cómo obtener un reembolso parcial de mi pedido .	0
18519	2316	9883	buen día hice una compra hace NUMs meses y no llegó , el vendedor dice que tuvo problemas con la aduana .	el vendedor cambia de operador sin avisarme y ahora quiere que pague cargos adicionales	0
18520	325	6238	no he recibido mis bienes	he recibido la mercancía y también recibí un reembolso completo .	0
18521	1806	12522	cómo responder	por qué el proveedor no responde	0
18522	5766	1730	no puedo subir un video	no puedo subir la imagen por alguna razón	0
18523	5595	3875	sí , traje una peluca y lo que quería que hicieran	tengo una disputa y la compañía no ha hecho nada para resolver el problema	0
18524	325	3618	no he recibido mis bienes	no he recibido mis productos , ¿ qué puedo hacer ?	1
18525	10329	11711	cómo subir la imagen	como enviar una foto	1
18526	4078	4444	"hola , cuando accedo a "" mis pedidos "" , veo que NUMs productos fueron pedidos en doble ."	no tengo acceso a mi cuenta	0
18527	10517	13509	¿ por qué no puedo pagar ?	¿ por qué no puedo pagar mi pedido ?	1
18528	405	3660	mi disputa demora demasiado , ¿ por qué ?	mi disputa dura demasiado tiempo .	1
18529	4306	4624	y usted envía un correo electrónico al vendedor con mi correo electrónico en copia	me gustaría enviarle un correo electrónico ¿ cuál es su dirección ?	0
18530	9075	1607	creo que ordené dos veces .	necesito cancelar el pedido , pero el vendedor se niega a cancelar .	0
18531	5470	953	espera . déjame mostrarte una instantánea .	no me deja continuar con mi orden	0
18532	13175	4809	hice el pago primero .	hice un pago dos veces .	0
18533	6060	3966	recibí mis pedidos y todos los disfraces son muy pequeños .	no puedo encontrar mi orden no se acerca .	0
18534	13259	8114	¡ acabo de leer que rechazaste mi apelación !	quiero leer los comentarios escritos sobre mi pedido	0
18535	1080	12475	intenté pagar mi orden , ¿ qué pasaría ?	la orden no fue a mi dirección	0
18536	11053	8692	cómo rechazar la propuesta	¿ cómo estás ?	0
18537	5552	10350	¿ puedes enviar bienes a irán ?	¿ puedo enviarte un correo electrónico ?	0
18538	10173	9515	te odio eva	joder eva eres caliente	0
18539	12476	12132	¡ saludo !	el vendedor se detuvo para responderme después de devolver la mercancía	0
18540	3806	7674	hola , vendedor , hablé con mi banco , sobre la cancelación de un pedido que hice por error , me dijeron que tenían que escribirles un correo electrónico con los detalles sobre el pedido y la cantidad para que puedan liberar el dinero antes , así que puede hacer un nuevo pedido fa	olvidé mi contraseña para mi cuenta .	0
18541	10091	3853	el envío que solicitó me no vino porque fue reemplazado por otro producto	pagué mi pedido pero no vine	1
18542	2051	13270	no tiene nada que ver con mi orden	¿ cómo sé si mi pedido ha sido enviado ?	0
18543	6688	598	solo quiero saber los tamaños de cambio	quiero saber el cupón	0
18544	2102	1222	tengo que recibir mi pedido y no puedo enviar una disputa	presento la cancelación de la solicitud de pedido , pero mi vendedor lo ha denegado .	0
18545	6298	10184	¿ puedo escribir en alemán , por favor ?	¿ puedes ayudarme ?	0
18546	11231	5087	tengo un nuevo correo	cuando un vendedor no responde mi correo , ¿ qué tengo que hacer ?	0
18547	11197	1014	necesito hablar con alguien	necesito factura	0
18548	3653	6339	¿ me ayudaste ?	hice una compra y no me respondió .	0
18549	2701	9643	no puedo iniciar sesión	¿ cómo puedo iniciar sesión en la cuenta ?	0
18550	6985	9752	guardar detalles de la tarjeta	¿ cómo puedo salvar a los vendedores ?	0
18551	10428	3939	cómo usar los puntos de recompensa	cómo usar el cupón de nuevo	0
18552	10608	489	¿ cómo puedo imprimir mi factura ?	¿ cómo puedo imprimir la factura de mi pedido ?	1
18553	12916	2922	reclamo posterior a la venta	¿ cuál es el costo del correo de china ?	0
18554	5407	12494	¿ es posible exportar un informe de todas mis compras ?	¿ cómo pago todos los pedidos desde el carrito de compras ?	0
18555	4078	13475	"hola , cuando accedo a "" mis pedidos "" , veo que NUMs productos fueron pedidos en doble ."	¿ por qué me cobraron dos veces ?	0
18556	10196	8193	el sneller me escribe que no es posible abrir una disputa y él no quiere	el sitio no me permitirá abrir una disputa	1
18557	9503	7097	no puedo abrir una disputa porque la orden ha sido entregada	tengo una disputa abierta , pero ha estado cerca sin respuesta	0
18558	9740	9693	recibí un correo electrónico de confirmación de registro para otro correo electrónico , que nunca usé para esto , por supuesto que no lo confirmé , pero después recibí también una confirmación de pedido , que no he hecho en absoluto .	no he recibido el correo electrónico de confirmación de pago	0
18559	10737	12820	hola , ¿ cómo puedo importar elementos a mi sitio web para el envío directo	¿ cómo rastreo mis artículos en la web ?	0
18560	7527	5272	abrí una disputa y el vendedor me está acechando	no me deja hacer clic en disputa abierta .	0
18561	7502	4663	cómo encontrar un producto ?	¿ por qué no puedo encontrar el producto en una tienda ?	0
18562	751	4514	la retroalimentación no se muestra	el carrito de compras no muestra los productos	0
18563	6345	7550	cómo obtener un reembolso boleto	¿ cómo recibo un reembolso de boleto ?	1
18564	9384	6827	hola , tengo NUMs pedidos cancelados y todavía no he recibido mi pedido	he pagado mi pedido , ¿ por qué dice que todavía no se ha pagado ?	0
18565	8296	10296	¿ dónde puedo ver qué proveedores entregan las mercancías más rápido ?	¿ cómo envío productos a china ?	0
18566	1045	6137	ya envié la prueba a tus colegas	no encontré a dónde enviar el comprobante de pago .	0
18567	9187	13270	mi pedido ha sido retenido en las aduanas portuguesas , necesito una prueba de compra , factura , recibo , ¿ cómo puedo hacer ?	¿ cómo sé si mi pedido ha sido enviado ?	0
18568	1454	8843	cómo escanear el código qr	¿ cómo usar el código de promoción ?	0
18569	12504	7855	pedidos cancelados terminados significa	¿ qué es una disputa terminada ?	0
18570	10019	11698	cerré la disputa porque el vendedor me prometió devolverle mi dinero , si no recibía el pedido NUMs días , el tiempo se agotaba y ahora él no me devolvía el dinero .	el vendedor solicita que paypal devuelva mi dinero .	0
18571	5518	1936	¿ pueden enviar los artículos con NUMs día de envío ?	ustedes tienen un número de teléfono al que puedo llamar	0
18572	59	11300	¿ cómo puedo verificar la protección de mi comprador ?	¿ dónde puedo verificar mi pedido ?	0
18573	13187	12398	cómo encontrar la calificación del vendedor	¿ cómo puedo encontrar un vendedor ?	0
18574	4866	4497	si lo has hecho muy bien perfecto gracias	el vendedor no ha recibido el pago	0
18575	6437	2538	presioné un botón de confirmación de recepción por error .	compré un producto y no he recibido un correo electrónico de confirmación	0
18576	1977	3537	bien , gracias , gracias , te agradezco que tengas un buen día , gracias .	encantada de conocerte	0
18577	4343	1705	alta calidad NUMs hombres zapatos deportivos con cordones zapatos casuales hombres planos zapatos de malla transpirable hombres tenis tamaño NUMs - NUMs 	pedí zapatos nike y lo acepto	0
18578	2535	11302	¿ podemos encontrar para llenar el formulario de reembolso	mis pedidos fueron cancelados y todavía no he recibido el reembolso	0
18579	13230	4439	estoy tratando de actualizar mi fecha de vencimiento en una tarjeta de crédito y no lo aceptaré	no aceptará orden	0
18580	12335	26	enviar dirección	quiero que mi pedido se envíe a una dirección diferente	0
18581	6600	7292	no has iniciado sesión o tu sesión anterior ha expirado .	iniciar sesión error código de error NUMs .	0
18582	11429	1039	¿ dónde puedo encontrar los comentarios del vendedor ?	¿ dónde puedo encontrar el comprobante de pago de un pedido ?	0
18583	7403	9240	necesito un agente follado	¿ hay alguna manera de que pueda hablar con un agente en vivo ?	1
18584	2749	12131	¿ cuál es la cantidad máxima de tiempo que dura una disputa ?	mi disputa ha sido escalada por mucho tiempo .	0
18585	6060	2954	recibí mis pedidos y todos los disfraces son muy pequeños .	necesito cambiar mi producto porque el tamaño es pequeño	1
18586	5827	4969	no recibido mi pedido la disputa a petición del vendedor se cerró .	¿ por qué mi pedido está cerrado por disputa finalizada ?	0
18587	11478	13235	me insultó un proveedor porque accidentalmente le envié el mismo mensaje dos veces acerca de la misma pieza de joyería	accidentalmente pedí doblemente el mismo producto	0
18588	3640	10587	¿ cómo cancelo los datos de mi tarjeta de crédito ?	¿ cómo pago con mi tarjeta de crédito ?	0
18589	3974	11846	este es mi placer	esta es mi orden no .	0
18590	2828	13362	estaba pagando con la tarjeta estadounidense y ya puse NUMs veces la información en la tarjeta y el pago no se procesó porque el mensaje me dice que hubo un error	¿ por qué la promoción comienza NUMs días ?	0
18591	1963	9395	¿ puedes ver si he pagado por favor ?	¿ cuándo resolverá la disputa para que pueda obtener mi reembolso ?	0
18592	10009	8321	eres tu computadora ?	¿ es esto una computadora o una persona real ?	1
18593	890	7075	quiero usar otro método de pago	quiero transferir el pago a otra orden nueva	0
18594	6734	1229	dirección predeterminada	¿ quién pagará los gastos de envío de devolución si es por culpa del proveedor ?	0
18595	9896	5975	¿ puede por favor enviarme un número de teléfono para que pueda hablar con alguien es de NUMs días y no se solucionó el problema ?	¿ puedo hablar con un agente por favor ?	1
18596	9021	9116	banco konto blz	¿ cuál es la dirección del banco beneficiario ?	0
18597	7788	2193	poner orden en el carro	he puesto algunos artículos en el carro por error	0
18598	7050	6956	¿ cómo uso mi dirección de correo electrónico en una cuenta nueva ?	alguien usa mi dirección de correo electrónico	0
18599	8917	5996	a través de una tarjeta bancaria	quiero pagar la factura a través de una transferencia bancaria	1
18600	2949	2921	cómo agregar video a la disputa ?	¿ cómo agregar videos como evidencia ?	1
18601	2534	10254	no hice una cuenta hasta después de haber realizado el pedido	tuve un problema con tu orden	0
18602	11601	1813	el vendedor anuncia un precio incorrecto	¿ qué sucede si un vendedor anuncia la protección del comprador y luego se niega a usarla ?	0
18603	3368	6339	buenos días , eva .	hice una compra y no me respondió .	0
18604	5524	6800	la transacción se completa	estado escrito completado pero el dinero no se devuelve .	0
18605	2501	883	quiero saber el ancho de este calzado como sigue	quiero saber el precio en euros	0
18606	10556	1890	¿ cómo confirmo el pedido ?	no puedo confirmar la orden recibida .	0
18607	9193	1272	no puedo abrir una disputa .	¿ cuándo puedo abrir una disputa ?	0
18608	2110	1122	que esta pasando	"que es el amor "" ? """	0
18609	107	3108	¿ qué significa la falla de verificación de seguridad ?	¿ qué significa fob ?	0
18610	9547	1360	pago no procesado	¿ por qué se verifica mi pago mientras el pago ya se ha procesado ?	0
18611	2993	1348	las monedas no se agregan	olvidé la contraseña de mi tarjeta agregada .	0
18612	6951	1837	pedí un collar hace NUMs días , pero aún así no vino a mí	ya pagué hace NUMs días , pero el estado de mi pedido no ha cambiado todavía .	0
18613	5208	10985	sí , necesito ayuda	necesito ayuda en ruso	0
18614	8169	1205	cómo pago el dinero ?	¿ cómo pago ?	1
18615	5357	1715	necesito los diez mejores artículos que se vendieron en NUMs en alta	¿ qué sucede si un artículo está agotado ?	0
18616	9594	12154	¿ pagué el pedido dos veces como lo hago ?	no pedí nada .	0
18617	10366	7230	después del pago , ¿ cómo informo que lo hice ?	¿ cómo informo productos falsificados ?	0
18618	2646	5358	¿ desea saber cómo ponerse en contacto con una empresa que utiliza una marca comercial sin autorización ?	me gustaría saber cómo cancelar mi cuenta ?	0
18619	9485	2347	dónde ver la página de cupones	dónde ver si mi pedido está terminado o no	0
18620	4340	3154	el artículo que ordené está defectuoso , rompió un trozo de mi auto en el primer uso	ya he ordenado un artículo	0
18621	10746	1413	eva quiero hablar con humano	¿ puedo hablar con humanos ?	1
18622	1786	11089	buenos días .	¿ cómo puedo cancelar un pedido pago ?	0
18623	3115	5589	han pasado NUMs semanas desde que presenté mi reclamo	mi pedido no ha sido enviado	0
18624	6981	6922	para la redención dice que estoy fuera con los días	no puedo ver	0
18625	8824	1504	todavía no he recibido mis productos	el vendedor aún no me ha enviado la mercancía .	0
18626	935	4164	lo siento los datos de mi tarjeta de crédito	alguien usó mi tarjeta de crédito .	0
18627	11666	9852	cuando el producto es futuro	no hay un cuadro de cancelación de suscripción para hacer clic en su correo electrónico y cancelar futuros correos electrónicos .	0
18628	12087	1272	no puedo abrir la disputa	¿ cuándo puedo abrir una disputa ?	0
18629	8458	10021	¿ cómo obtengo descuentos del vendedor ?	tengo el descuento	1
18630	12039	1930	cómo presentar una queja	necesito presentar una queja contra un vendedor .	1
18631	9352	6413	espero que puedas entenderlo .	¿ en cuál te describe mejor ?	0
18632	2535	6336	¿ podemos encontrar para llenar el formulario de reembolso	¿ cómo llene el número de teléfono correcto ?	0
18633	7960	6351	¿ cómo cambio mi dirección de facturación ?	¿ cómo cambio mi tipo de envío en un pedido ?	0
18634	4602	1616	no quiero cancelar mi pedido	quiero cancelar esta orden y recuperar mi dinero	0
18635	9361	11260	no puedo pagar mi artículo	he devuelto mi artículo	0
18636	12586	5780	cómo encontrar el orden	¿ cómo puedo encontrar mi pedido en mi cuenta ?	1
18637	2501	1705	quiero saber el ancho de este calzado como sigue	pedí zapatos nike y lo acepto	0
18638	868	13168	hola eva estoy teniendo un problema con un pedido	acabo de poner orden y tener problemas	1
18639	2044	13048	y yo también	cantidad de envío es demasiado alta	0
18640	11414	3533	cómo hago el pedido	no puedo hacer un pedido .	0
18641	13107	6846	cómo abrir una disputa para una orden completa	cómo cancelar una disputa abierta ?	0
18642	11940	8412	pago por orden	quiero pagar mi pedido	1
18643	7704	4771	cómo poner información de envío en la disputa	¿ cómo puedo contactar al vendedor para enviar información ?	0
18644	10556	6422	¿ cómo confirmo el pedido ?	¿ cómo puedo confirmar el pedido ?	1
18645	5228	7018	necesito mi dinero	no recibí mi dinero	1
18646	2705	5380	por favor , ¿ puedo hablar con alguien que no sea un robot ?	necesito hablar con alguien por favor	1
18647	10330	9728	lo mismo para ti cariño	gracias cariño	1
18648	12001	10681	el vendedor no responde mi estado de reembolso	espere mi reembolso y el vendedor nunca respondió	1
18649	7143	11137	¡ hola !	abrí una disputa y hasta ahora nada	0
18650	8478	8788	no puedo iniciar sesión ?	¿ por qué no puedo iniciar sesión en mi cuenta ?	1
18651	4890	12087	cuando abro una disputa	no puedo abrir la disputa	0
18652	7284	10942	mi compañía puso en disputa el reembolso , todavía necesito el color correcto de la orden , la compañía tiene el número de orden equivocado .	¿ qué hacer si el vendedor ha enviado los productos en la compañía postal equivocada ?	0
18653	9482	9570	tengo una compte que no conecté	¿ por qué no tienes número de atención al cliente ?	0
18654	12373	11011	los productos que compré no funcionan .	no puedo abrir una disputa	1
18655	5524	10940	la transacción se completa	cómo abrir disputa para orden completada	0
18656	7734	12813	cómo subir pruebas	¿ cuánto dura el examen de la evidencia de la disputa ?	0
18657	8522	11247	¿ cómo puedo verificar el número de pedido ?	¿ cómo puedo encontrar mi número de rastreo ?	0
18658	5310	3880	el número de seguimiento no está disponible , así que me puse en contacto con el vendedor	el vendedor me dio un número de seguimiento trazable falso .	1
18659	6705	3816	resultó que recibí el pedido pero estaba en malas condiciones .	no sé inglés .	0
18660	9009	8999	eso no funcionó	¿ funcionará la visa de débito ?	0
18661	3651	10291	alguien usó mi cuenta	¿ por qué alguien toma mi cuenta de correo electrónico ?	1
18662	9405	6478	cómo encontrar al vendedor	cómo encontrar una tabla de tamaños	0
18663	382	13166	quiero zapatos más anchos para caminar , el ancho debe ser e , ee , eee , eeee	quiero saber más sobre el método de pago .	0
18664	12291	8720	¡ y que tengo una linterna pero el vendedor no cumple con mi mensaje !	no puedo dejar un mensaje al vendedor	0
18665	4717	2429	qué es la protección de los compradores	su nueva guía de compradores es demasiado simple	0
18666	1119	11196	garantía específica del país	¿ cómo puedo encontrar una empresa específica ?	0
18667	12008	6074	mis monedas de la aplicación no fueron agregadas .	no tengo mis monedas	1
18668	9254	11433	cómo ningún número de teléfono he estado en este servicio durante más de una hora	cuál es el número de teléfono de servicio al cliente	1
18669	5741	2557	el vendedor se niega a reembolsar o reenviar	vendedor que se niega a responder a mis correos electrónicos	0
18670	5961	12988	hola la información mostró entregado ¿ falló ?	cómo está el tiempo hoy	0
18671	724	378	¿ cómo puedo agregar mi producto a la venta ?	¿ cómo puedo agregar un usuario en mi chat ?	0
18672	2412	1016	¿ cómo puedo eliminar del carrito ?	¿ cómo elimino a un vendedor de la lista negra ?	0
18673	8719	8059	nooo quiero comprar NUMs y no tengo ningún vendedor de envío está dispuesto a ajustar el precio , pero su sistema no permite	quiero preguntar el precio	0
18674	10196	11825	el sneller me escribe que no es posible abrir una disputa y él no quiere	quiero abrir una disputa pero la página no funciona	1
18675	9246	5602	agregar a la lista de deseos no funciona	no puedo agregar cosas a la lista de deseos	1
18676	11397	1761	y no me han llamado	llamé a ups y no tienen registro de este número de rastreo .	0
18677	13582	67	quiero que la línea de ayuda o atención al cliente no	quiero atención al cliente	1
18678	1754	5558	cómo subir evidencia en disputa	¿ cómo puedo subir el archivo ?	1
18679	10173	8736	te odio eva	¿ por qué te llamas eva ?	0
18680	13103	502	voy a preguntar algo	ordeno algo y no recibí un correo electrónico	0
18681	1179	2649	quiero cancelar el pedido	puse orden dos veces y quiero cancelar uno .	1
18682	9558	13053	hola .	pagué por tt y no he escuchado nada .	0
18683	11398	2026	estoy buscando un producto	no estoy satisfecho con el producto recibido .	0
18684	2032	4316	¿ qué crees que tengo y por qué no español que son los que tienen que asistir eh ?	¿ hablas español ?	1
18685	3869	8415	¿ cómo registro una cuenta comercial ?	¿ necesito tener un negocio para hacer compras ?	0
18686	10482	4249	¿ quería saber más o menos el día en que llegaron mis productos ?	no puedo contactar a los vendedores de productos que aún no han llegado .	0
18687	5191	12804	disputa en progreso significa	¿ qué significa una copia del estado de cuenta bancaria ?	0
18688	991	13370	dirección de envío del vendedor	¿ por qué mi dirección de envío no es aceptada ?	0
18689	13183	3126	no , necesito una respuesta tuya .	presenté una queja .	0
18690	122	799	necesito ayuda con	necesito ayuda	1
18691	11602	6930	¿ cómo dejar comentarios sobre la aplicación ?	¿ puedo dejar comentarios para los proveedores ?	1
18692	3806	10104	hola , vendedor , hablé con mi banco , sobre la cancelación de un pedido que hice por error , me dijeron que tenían que escribirles un correo electrónico con los detalles sobre el pedido y la cantidad para que puedan liberar el dinero antes , así que puede hacer un nuevo pedido fa	el vendedor me dijo que cancelara la orden de devolver el dinero .	0
18693	13563	6215	¿ hay un correo electrónico a través del cual puedo contactarlo ?	ha ingresado un correo electrónico incorrecto	0
18694	683	176	cuando compré , en la página en línea hay una entrega por escrito de NUMs - NUMs días .	el error de secuencia de comandos de internet explorer se produce cuando hago clic en estoy en línea ahora .	0
18695	12995	10570	entonces , ¿ cómo puedo chatear con humanos	¿ cómo puedo llegar al chat en vivo ?	1
18696	651	7224	es mi tercera vez	¿ cuál es tu tiempo de trabajo ?	0
18697	9557	11835	pensé que esto se suponía que era una conversación en vivo ?	quiero hablar con el chat en vivo	1
18698	12892	11083	quién es el vendedor	¿ quién es el vendedor ?	1
18699	9537	8259	detalles de la tarjeta de crédito	no use una tarjeta de crédito	0
18700	7589	3079	no dije nada sobre el correo electrónico	no puedo escribir nada	0
18701	10112	9038	representante de servicio chino	¿ por qué una dirección en chino no es compatible ?	0
18702	7344	6089	solo quiero saber si mi pedido ha sido enviado	¿ cómo sé que mi pedido ha sido enviado ?	1
18703	7081	7161	el vendedor acaba de decir que necesita esperar algunos días .	¿ qué significa esperar a que el vendedor confirme la cuenta ?	0
18704	11394	12918	el vendedor no responde	el vendedor no es responsable .	0
18705	13373	6082	quiero enviar un pedido , el sistema de cerveza está ocupado .	¿ qué tamaño debo pedir ?	0
18706	13127	9291	¿ cómo recupero un cupón ?	¿ cómo puedo recuperar el dinero si cancelo la disputa ?	0
18707	11449	6733	necesito contacto con una persona real	quiero hablar con una persona real	1
18708	11156	3167	eres capaz de ayudarme ?	¿ me ayudarás o qué ?	1
18709	6664	10045	no puedo contactar al vendedor	necesito contactar al vendedor de la orden	0
18710	5388	2443	quiero saber sobre mi reembolso	quiero saber sobre el reembolso de transferencia bancaria	0
18711	7643	941	el estado no ha cambiado por NUMs - NUMs días	el estado del pedido no ha cambiado después de que hice el pago , ¿ qué ocurre ?	1
18712	7159	10615	ustedes no me están tratando bien	¿ te casas conmigo ?	0
18713	400	3808	ellos me envían eso	los vendedores no me envían mi pedido	0
18714	181	7641	¿ podrías ayudar ?	usted me podría ayudar por favor	1
18715	8873	9616	ordeno algún artículo la semana pasada	estoy comprando este artículo con el número de orden	1
18716	1421	4392	cómo hacer el pedido pero no pagarlo	¿ cómo hago mi pedido ?	1
18717	1648	994	entonces , cómo hacerlo & gt 	los mensajes en mi bandeja de entrada no se actualizan , así que no puedo verificar	0
18718	12101	10045	es la NUMs vez que contacto mi orden no viene	necesito contactar al vendedor de la orden	0
18719	5137	2414	deseo cambiar mi dirección de correo electrónico pero mi dirección de correo anterior ya no está en uso	necesito cambiar mi dirección de correo electrónico .	1
18720	11422	12753	quiero la orden todo lo que quiero es cambiar la dirección de inglés a holandés	quiero cambiar el tamaño en una orden	0
18721	1978	716	¿ cómo puedo cambiar los datos de mi tarjeta de crédito ?	donde puedo obtener mis detalles de reembolso	0
18722	10901	5831	cómo suscribirse	¿ cómo agregar un contacto en trademanager ?	0
18723	4992	3012	he activado mi tarjeta de seguridad NUMs d	si utilizo mi tarjeta de crédito , ¿ es segura ?	0
18724	10009	2731	eres tu computadora ?	eres humano o computadora ?	1
18725	10843	12031	hola , tengo algunos problemas con una orden cancelada	tengo un problema muy grande	0
18726	4605	6739	te quiero .	te amo adiós	0
18727	11961	7541	método de envío spsr	¿ por qué no hay un método de pago de boleto ?	0
18728	5692	7641	¿ podría ayudarme y podría abrir una disputa ?	usted me podría ayudar por favor	0
18729	1510	11343	el vendedor dice que hemos devuelto el dinero .	cuando mi dinero será devuelto ?	0
18730	10785	1958	el vendedor no me responde	no me responderás .	0
18731	5357	7662	necesito los diez mejores artículos que se vendieron en NUMs en alta	¿ qué significa vendido por pieza ?	0
18732	2993	2814	las monedas no se agregan	¿ qué puedo hacer con las monedas ?	0
18733	11438	6733	estaría feliz de hablar con una persona	quiero hablar con una persona real	1
18734	10666	7489	¿ por qué dice que ya tenía mi paquete ordenado en mi oficina de correos , pero dice que no se puede entregar , qué se supone que significa eso ?	por favor , ayúdame a obtener mi paquete	0
18735	4806	4942	¿ cómo puedo dejar un comentario ?	¿ cómo dejar un comentario anónimo ?	0
18736	11136	10131	cuantos puedo agregar a mi carrito de compras	¿ cuántos productos puedo agregar a la lista de deseos ?	0
18737	6697	5732	pero uso cajero automático	¿ puedo usar paypal ?	0
18738	4091	2966	¿ cómo estás hoy ?	¿ puedes eliminar la lista hoy ?	0
18739	8288	11431	cancelar orden después del pago cuando recibo un reembolso ?	¿ cuándo recibiré un reembolso por el pedido ?	1
18740	530	5559	quiero saber más sobre el producto	quiero saber los detalles del producto	1
18741	10094	2680	no me entiendes para ayudarnos	¿ me puedes ayudar ?	0
18742	9747	13502	porque la plataforma está bloqueada es días	¿ cuántos días para entregar el paquete ?	0
18743	10851	13509	hola , ¿ por qué no puedo pagar con ideal ?	¿ por qué no puedo pagar mi pedido ?	0
18744	4025	2047	¿ hay alguien que pueda ayudarme con mi tarjeta de crédito ?	quien me ayuda	0
18745	181	11632	¿ podrías ayudar ?	¿ podrías ayudarme a abrir una disputa ?	1
18746	4494	812	cómo usar la transferencia bancaria ?	¿ cuánto cuesta la transferencia bancaria ?	0
18747	8023	1126	hasta ahora , este chat no está yendo bien .	¿ por qué no hay un número para hablar con un agente en vivo ?	0
18748	7061	11583	vendedor tiene otro comportamiento	¿ hay alguna otra manera de ordenar , no tengo tarjeta de crédito	0
18749	11980	7973	por favor respóndeme	por favor hagamelo saber	0
18750	12732	818	entiendo que mi problema me está costando escribir mucho y no me da una explicación	¿ me puede dar el sitio web para rastrear mi pedido ?	0
18751	6418	2848	¿ cómo encuentro una cierta tienda ?	¿ cómo puedo encontrar una tienda ?	1
18752	187	8038	hmmmmm , gracias	gracias por la ayuda	1
18753	3202	10865	¿ cómo verifico el número de pedido ?	revisé mi tarjeta de crédito pero no hay ningún pago	0
18754	7997	5465	pregunta y respuesta	estoy cansado de jugar con tu estupidez , pero ¡ responde mi pregunta !	0
18755	6730	10377	cómo recuperar pedidos eliminados	¿ por qué mi cuenta fue eliminada ?	0
18756	11930	13609	la fecha límite ha expirado y no puedo abrir una disputa	puedo abrir disputa si el pago ya ha sido liberado	1
18757	5286	7832	cambiar el número de teléfono	número de teléfono de servicio al cliente	0
18758	4184	7747	el dinero no fue devuelto a mi cuenta , aunque la disputa se resolvió en su totalidad , ya han pasado NUMs meses y no hay dinero	he devuelto mi pedido pero el pedido ya se ha completado .	0
18759	7931	7525	mi pedido no se actualizó en un mes	¿ por qué nadie procesa mi disputa ?	1
18760	501	6411	¿ puede alguien hablarme ?	alguien me puede ayudar	1
18761	6642	5895	 ) yo escribo en inglés	no puedo escribir mensajes	0
18762	13169	475	lo siento , no puedes ayudarme	no puedes ayudarme	1
18763	5204	8353	¿ cómo extiendo la protección del comprador ?	quiero extender la compra de protección	1
18764	6156	3386	buen día para reemplazar otro número de tarjeta de pago	usar otro método de pago	0
18765	322	2154	cómo restablecer mi contraseña	¿ por qué no puedo restablecer la contraseña ?	0
18766	10682	1242	ejemplo estoy comprando NUMs unidades del mismo artículo , si coloco esto en mi carrito , el vendedor no tiene acceso para cambiar el precio y si hago el pedido , va directo a pagar y está listo para pagar .	estoy tratando de hacer un pedido pero dice error	0
18767	6937	12132	el vendedor no me responde .	el vendedor se detuvo para responderme después de devolver la mercancía	1
18768	9988	4581	¿ cómo responder en disputa escalada ?	me gustaría detener el aumento de disputas	0
18769	9469	2746	¿ cuál es mi estado de pago ?	mi estado en este pago de verificación y me gustaría cancelar el pedido	0
18770	1786	7248	buenos días .	quiero solicitar un reembolso	0
18771	2694	4466	no , por favor escucha . quiero comprar varios artículos de un vendedor , pero después de comprar más que el sistema me cobra por el envío , el vendedor ajustará el precio , pero mi sistema no me permite hacerlo porque puedo no pida el artículo y pague más tarde , por favor h	¿ cómo puedo hacer pedidos múltiples del mismo vendedor para que el envío esté junto ?	0
18772	4884	4603	no puedo evaluar al vendedor	¿ cómo puedo contactar al vendedor ?	0
18773	10076	5836	necesito ayuda para registrar mi cuenta .	¿ cómo puedo registrar mi cuenta ?	1
18774	10803	4107	dinero no devuelto	la disputa se cierra y el dinero en mi cuenta no se devuelve .	0
18775	7148	7230	¿ cómo informo al vendedor ?	¿ cómo informo productos falsificados ?	0
18776	8003	7095	¿ cómo puedo abrir una disputa ?	¿ cómo abro una disputa ?	1
18777	10103	5324	supongo que eres un robot	eres un buen robot ?	1
18778	357	6643	cómo contactar al servicio al cliente .	¿ cómo puedo enviar un correo electrónico al servicio al cliente ?	1
18779	1969	3611	¿ qué significa su orden será cerrada ?	¿ qué significa colección ?	0
18780	9700	11751	¿ eres hombre o mujer ?	quiero hombres	0
18781	3789	9093	¿ puedo comprar sin un teléfono móvil ?	¿ puede el teléfono móvil usar trademanager o no ?	0
